sentence,punc,numbers,spaces,characters,stopwords,position,order,noun,preposition,verb,adjectives,wordratio,overlaping_words,unique_words,title_words,selection,document_number
" وفاداری ، دیانتداری ، خوش مزاجی ، انسان دوستی اور قابل اعتماد ہونا ہر گرل گائیڈ کے بنیادی اوصاف ہیں نیز وہ اپنے پرائے سب کا خیال رکھنے والی ، تمام انسانوں کی بلاامتیاز عزت کرنے والی اور اپنے وعدوں کی پابند ہوتی ہے ",0.018604651,0,0.209302326,5.375,0.434782609,0.45,18,0,0.239130435,0.217391304,0.173913043,0.042247986,0.652173913,-0.609925927,0.02173913,0,43
 اس تنظیم کا سب سے اہم اصول یہ ہے کہ ہر گرل گائیڈ اپنے حلف کی پاسدار ہوتی ہے ,0,0,0.25974026,1.925,0.571428571,0.475,19,0.047619048,0.380952381,0.19047619,0.095238095,0.015130674,0.857142857,-0.842012183,0.047619048,0,43
" گرلز گائیڈ کے اُصول و ضوابط میں یہ بات بھی شامل ہے کہ یہ کسی بھی قسم کی علاقائی ، مذہبی ، لسانی اور سیاسی سرگرمی کا حصہ نہ ہو اور اس تنظیم میں شامل ہر لڑکی رنگ نسل ، ملک و ملت اور مذہبی عقاید میں تعصبات سے بالاتر ہو کر اپنے فرائض انجام دے ",0.0125,0,0.2375,6,0.465517241,0.5,20,0.017241379,0.327586207,0.172413793,0.189655172,0.047160542,0.74137931,-0.694218768,0.034482759,0,43
" یہ بات دلچسپ اور اہم ہے کہ عالمی سطح پر لفظ گائیڈ ایک اصطلاح بھی ہے ، جس سے مراد ایسی لڑکی ہے ، جو گرلز گائیڈ تنظیم کی رکن ہو ",0.015748031,0,0.251968504,3.175,0.454545455,0.525,21,0.03030303,0.272727273,0.181818182,0.212121212,0.024955787,0.818181818,-0.793226031,0.090909091,0,43
 گرلز گائیڈ تنظیم میں قائد خاتون کو گائیڈر کہا جاتا ہے ,0,0,0.218181818,1.375,0.384615385,0.55,22,0.153846154,0.153846154,0.230769231,0,0.010807624,0.692307692,-0.681500068,0.153846154,0,43
 جدید تقاضوں اور حالات کو سامنے رکھتے ہوئے ۱۹۶۶ء میں گرلز گائیڈ کے بنیادی اُصولوں پر نظرثانی کی گئی ,0,0.04,0.2,2.5,0.476190476,0.575,23,0.047619048,0.238095238,0.19047619,0.19047619,0.019650226,0.714285714,-0.694635488,0.095238095,1,43
" گرل گا ئید تنظیم ، تین شعبوں پر مشتمل ہے جس کے تحت ایک درج ذیل پروگرام مرتب کیا گیا ، جس کے اہم نکات یہ ہیں لڑکیوں کی جسمانی تربیت کرنا لڑکیوں کی تخلیقی صلاحیتیوں کو نکھارنا لڑکیوں کے کردار کو پختہ بنانا لڑکیوں میں خدمت خلق کا جذبہ اُبھارنا لڑکیوں میں گھر کے کاموں میں دلچسپی اور مہارت پیدا کرنا لڑکیوں میں گھر سے باہر تفریحی امور میں رغبت اور تنظیمی سوجھ بوجھ پیدا کرنا لڑکیوں میں درج بالا اوصاف کے فروغ کے سلسلے میں نمایاں کردار ادا کرنے کی صلاحیت پیدا کرنا ",0.004338395,0,0.20824295,11.525,0.381443299,0.6,24,0.020618557,0.278350515,0.18556701,0.144329897,0.090587542,0.680412371,-0.589824829,0,0,43
 سات سے گیارہ سال تک کی عمر کی لڑکیاں گائیڈز دس سے سولہ سال تک کی عمر کی لڑکیاں رینجرز گائیڈز چودہ سے بیسں سال تک کی عمر کی لڑکیاں ,0,0,0.236641221,3.275,0.375,0.625,25,0.09375,0.375,0.1875,0,0.025741796,0.625,-0.599258204,0,1,43
 لڑکیاں اپنی اپنی عمر کے مطابق گرل گائیڈ کے درج بالا تینوں شعبوں میں سے کسی ایک میں رکنیت حاصل کرتی ہیں ,0,0,0.221153846,2.6,0.458333333,0.65,26,0.041666667,0.333333333,0.083333333,0.041666667,0.020436235,0.958333333,-0.937897098,0.041666667,0,43
 رکنیت حاصل کرنے کے بعد اُن کی تربیت کے مراحل شروع ہو جاتے ہیں ,0,0,0.238095238,1.575,0.5,0.675,27,0,0.3125,0.4375,0,0.012379642,0.8125,-0.800120358,0,0,43
 براؤن گائیڈز اپنے نظریات اور مشاہدات پیک کونسل کے سامنے لاتی ہیں ,0,0,0.196969697,1.65,0.428571429,0.7,28,0.071428571,0.214285714,0.071428571,0.071428571,0.012969149,0.571428571,-0.558459422,0,0,43
" چھوٹے چھوٹے گروہوں کی شکل میں بحث و مباحثہ کا کام گائیڈز کرتی ہیں ، جبکہ ان گروہوں کی لیڈر ایک کمیٹی تشکیل دے کر ان معاملات کے حوالے سے فیصلے کرتی ہیں ",0.006578947,0,0.223684211,3.8,0.571428571,0.725,29,0,0.4,0.228571429,0.057142857,0.029868343,0.6,-0.570131657,0,0,43
 رینجرز گائیڈز کے ذریعے سے لڑکیوں میں جمہوری طرز حکومت کے حوالے سے شعور بیدار کیا جاتا ہے ,0,0,0.211111111,2.25,0.4,0.75,30,0,0.3,0.15,0.15,0.017685203,0.75,-0.732314797,0,0,43
" انھیں ان فرائض اور ذمہ داریوں سے آگاہ کیا جاتا ہے نیز انھیں عالمی سطح پر دوسرے ممالک کے اراکین سے میل جول رکھنے ، دوسرے ممالک کے دوروں ، بین الاقوامی کیمپوں ، سیمناروں اور کانفرنسوں میں شرکت کے آداب بھی سکھائے جاتے اور ان کے مواقع بھی مہیا کیے جاتے ہیں ",0.011811024,0,0.212598425,6.35,0.454545455,0.775,31,0,0.327272727,0.163636364,0.127272727,0.049911574,0.727272727,-0.677361153,0,0,43
 یہ ایک اہم بات ہے کہ گرلز گائیڈ تنظیم کے کسی بھی شعبے اور درجے سے وابستہ گرل گائیڈ کے پاس ایک دستی کتاب ضرور ہوتی ہے ,0,0,0.237288136,2.95,0.517241379,0.8,32,0,0.310344828,0.137931034,0.103448276,0.023187267,0.827586207,-0.80439894,0.103448276,0,43
 یہ ایک راہنما کتاب ہوتی ہے اور اس میں مختلف قواعد و ضوابط اختصار سے درج ہوتے ہیں ,0,0,0.231707317,2.05,0.55,0.825,33,0,0.35,0.2,0.1,0.016113185,0.8,-0.783886815,0,0,43
" لڑکیوں کی خواہشوں ، دلچسپیوں ، جوش اور ولولے کا اندازہ اس مخصوص دستی کتاب میں درج ہدایات پر عمل سے لگایا جا سکتا ہے ",0.017094017,0,0.222222222,2.925,0.37037037,0.85,34,0,0.259259259,0.148148148,0.111111111,0.022990764,0.703703704,-0.680712939,0,0,43
" اس راہنما کتاب پر عمل کر کے کوئی لڑکی جتنی زیادہ ترقی کی منزلیں طے کرتی ہوئی آگے بڑھتی ہے ، اُسے اُسی قدر انعامات اور تمغے میسر آتے ہیں ",0.00729927,0,0.226277372,3.425,0.4375,0.875,35,0,0.28125,0.25,0.125,0.02692081,0.59375,-0.56682919,0,0,43
 یہ سارا عمل دراصل گرل گائیڈ کی حوصلہ افزائی اور تحسین کے لیے ہوتا ہے ,0,0,0.228571429,1.75,0.411764706,0.9,36,0,0.352941176,0.235294118,0.176470588,0.013755158,0.705882353,-0.692127195,0.058823529,0,43
" جہاں اس طرز عمل سے گرل گائیڈ تحریک اور اس کے مقاصد کے فروغ اور ترویج و اشاعت میں بھی مدد ملتی ہے، وہاں لڑکیوں میں ایک گرل گائیڈ کے طور پر اپنے فرائض نبھانے میں زیادہ لگن اور رغبت پیدا ہوتی ہے ",0.005181347,0,0.227979275,4.825,0.488888889,0.925,37,0.022222222,0.355555556,0.111111111,0.111111111,0.037924936,0.8,-0.762075064,0.044444444,0,43
 گرلز گائیڈ تنظیم نے دنیا میں اپنی بےلوث خدمات کے عوض بہت نیک نامی اور شہرت حاصل کی ہے ,0,0,0.229885057,2.175,0.380952381,0.95,38,0.047619048,0.238095238,0.095238095,0.19047619,0.017095697,0.714285714,-0.697190018,0.095238095,0,43
 حب الوطنی اور خدمت خلق اس تنظیم کی بنیادی خوبیاں ہیں جو ہر گرل گائیڈ میں موجود ہوتی ہیں ,0,0,0.224719101,2.225,0.428571429,0.975,39,0.047619048,0.333333333,0.238095238,0.238095238,0.017488701,0.857142857,-0.839654156,0.047619048,0,43
" ہر گرل گائیڈ عموماً دوسرے لوگوں اور خصوصا لڑکیوں میں حُب الوطنی ، خدمت خلق ، اچھا شہری اور اچھا انسان بننے کا جذبہ اجاگر کرتی ہے اور اس سلسلے میں اُن کی راہنمائی اور تربیت کا فریضہ انجام دیتی ہے ",0.010204082,0,0.214285714,4.9,0.372093023,1,40,0,0.186046512,0.139534884,0.186046512,0.038514443,0.76744186,-0.728927418,0.023255814,1,43
"مناظر لفظ ، منظر کی جمع ہے جس کے معنی ہیں دیکھنے کی چیز ",0.017857143,0,0.25,0.636363636,0.4,0.011363636,1,0,0.333333333,0.333333333,0,0.007218355,0.8,-0.792781645,0.066666667,0,44
 وہ چیز جود یکھنے کے قابل ہو یعنی ایسی چیز جس میں اتنی اور ایسی خوبیاں ہوں کہ انھیں دیکھنے کو جی چاہے ,0,0,0.235294118,1.159090909,0.56,0.022727273,2,0.04,0.4,0.16,0.2,0.013147718,0.72,-0.706852282,0,0,44
 ہمارے ملک پاکستان میں بہت سی چیزیں قابل دید ہیں ,0,0,0.224489796,0.556818182,0.416666667,0.034090909,3,0.25,0.416666667,0.083333333,0.166666667,0.006316061,0.833333333,-0.827017272,0.083333333,0,44
 ان میں کچھ تاریخی عمارات اور مقامات ہیں اور بہت سے قدرتی مناظر ہیں ,0,0,0.220588235,0.772727273,0.5625,0.045454545,4,0,0.3125,0.125,0.25,0.008765146,0.9375,-0.928734854,0.0625,0,44
" ہمارے ملک کے بعض ناسمجھے اور ناشکرے لوگ اکثر یہ کہتے سنائی دیتے ہیں کہ ہم تو سیر و سیاحت کے لیے یورپ جا رہے ہیں ، یہاں پاکستان میں کیا رکھا ہے ",0.006944444,0,0.236111111,1.636363636,0.685714286,0.056818182,5,0.085714286,0.342857143,0.314285714,0.114285714,0.018561485,0.742857143,-0.724295658,0.028571429,0,44
 جبکہ حقیقت یہ ہے کہ پاکستان میں اللہ تعالیٰ کے کرم سے جو کچھ ہے وہ دنیا کے بہت کم ممالک میں ہے ,0,0,0.25,1.090909091,0.56,0.068181818,6,0.12,0.36,0.12,0.12,0.012374323,0.84,-0.827625677,0.04,0,44
 پاکستان میں دنیا کا ہر موسم اپنے وقت پر اپنا رنگ جماتا اور دکھاتا ہے ,0,0,0.228571429,0.795454545,0.470588235,0.079545455,7,0.058823529,0.294117647,0.235294118,0.176470588,0.009022944,0.705882353,-0.696859409,0.058823529,0,44
" دنیا کی بلند ترین پہاڑی چوٹیوں میں سے کچھ چوٹیاں پاکستان میں ہیں ، جن کے دامن میں پھیلی ہوئی وادیوں میں ایسے ایسے قدرتی پھول اُگتے ہیں اور اس کثرت سے اُگتے ہیں کہ دیکھ کر عقل دنگ رہ جاتی ہے ",0.005235602,0,0.22513089,2.170454545,0.522727273,0.090909091,8,0.022727273,0.386363636,0.295454545,0.159090909,0.024619747,0.75,-0.725380253,0.022727273,0,44
" ایسے علاقے ہیں جہاں چند ماہ چھوڑ کر سال بھر برف باری ہوتی ہے اور کوئی دن ایسا نہیں گزرتا ، جب بارش نہ ہو ",0.009433962,0,0.245283019,1.204545455,0.481481481,0.102272727,9,0.074074074,0.37037037,0.296296296,0.111111111,0.013663315,0.62962963,-0.615966314,0,0,44
 ہمارے شمالی پہاڑی علاقوں میں ایسے ایسے خوبصورت اور حیرت انگیز قدرتی مناظر ہیں کہ دنیا میں بہت کم ملکوں میں ہوں گے ,0,0,0.208695652,1.306818182,0.52,0.113636364,10,0,0.28,0.08,0.32,0.014823408,0.84,-0.825176592,0.04,0,44
 پچھلے سال ایک روز ہماری اُردو کی ٹیچر نے کلاس میں لڑکیوں سے کہا کہ آج میں یہ چاہتی ہوں کہ لڑکیاں پاکستان کے قابل دید مناظر و مقامات کے بارے میں اپنے مشاہدات بیان کریں ,0,0,0.220238095,1.909090909,0.5,0.125,11,0.105263158,0.421052632,0.157894737,0.078947368,0.021655066,0.842105263,-0.820450197,0.052631579,1,44
 مختلف لڑکیوں نے مناظر پاکستان کا آنکھوں دیکھا حال بیان کیا ,0,0,0.2,0.681818182,0.230769231,0.136363636,12,0.153846154,0.384615385,0.153846154,0.153846154,0.007733952,0.769230769,-0.761496817,0.153846154,0,44
 سعدیہ نے بتایا کہ ایک سال اس کے ابو نے اگست کے مہینے میں سب بہن بھائیوں کو سکردو کی سیر کروائی ,0,0,0.239583333,1.090909091,0.458333333,0.147727273,13,0.208333333,0.416666667,0.125,0,0.012374323,0.916666667,-0.904292343,0,1,44
" سکردو ، بلتستان کا صدر مقام ہے ",0.03125,0,0.25,0.363636364,0.222222222,0.159090909,14,0.222222222,0.222222222,0.111111111,0,0.004124774,0.777777778,-0.773653003,0,1,44
 یہ پاکستان کے انتہائی شمال میں واقع ہے ,0,0,0.225,0.454545455,0.4,0.170454545,15,0.2,0.4,0.1,0.2,0.005155968,0.9,-0.894844032,0.1,0,44
 سعدیہ نے بتایا کہ سکردو تک سڑک کے ذریعے بھی جایا جا سکتا ہے لیکن وہ اپنے ابو اور بہن بھائیوں کے ساتھ ہوائی جہاز کے ذریعے گئی تھی ,0,0,0.230769231,1.477272727,0.516129032,0.181818182,16,0.096774194,0.290322581,0.193548387,0.096774194,0.016756896,0.903225806,-0.88646891,0,0,44
 سعدیہ نے بتایا کہ اُس کے ابو سکردو سے انھیں شگر لے گئے ,0,0,0.25,0.636363636,0.466666667,0.193181818,17,0.133333333,0.466666667,0.2,0.066666667,0.007218355,0.866666667,-0.859448311,0,0,44
 یہ ایک خوبصورت وادی ہے جو بلند و بالا پہاڑوں کے دامن میں واقع ہے ,0,0,0.242424242,0.75,0.470588235,0.204545455,18,0.058823529,0.352941176,0.117647059,0.235294118,0.008507347,1,-0.991492653,0,0,44
 شگر تک آدھا سفر دریائے سندھ کے ساتھ ساتھ ہوتا ہے ,0,0,0.24,0.568181818,0.307692308,0.215909091,19,0.076923077,0.153846154,0.153846154,0,0.00644496,0.923076923,-0.916631963,0,0,44
" دائیں طرف خشک اور بلند سیاہ پہاڑ ہیں ، جن کے پہلو میں سڑک ہے اور سڑک کے ساتھ نشیب میں لداخ کی طرف سے بہتا ہوا دریائے سندھ آتا ہے ",0.007692308,0,0.246153846,1.477272727,0.484848485,0.227272727,20,0.090909091,0.303030303,0.212121212,0.181818182,0.016756896,0.787878788,-0.771121892,0,0,44
 یہاں دریا کا پاٹ اتنا چوڑا ہے کہ اسے دیکھ کر ہیبت طاری ہو جاتی ہے ,0,0,0.253731343,0.761363636,0.5,0.238636364,21,0.055555556,0.166666667,0.333333333,0.055555556,0.008636246,0.777777778,-0.769141531,0,0,44
 دریا کے اُس پار بھی پہاڑی سلسلہ ہے ,0,0,0.25,0.409090909,0.3,0.25,22,0,0.3,0.1,0.1,0.004640371,0.9,-0.895359629,0,0,44
 پہاڑ کے دامن میں سے دریا کے کنارے تک ریت ہی ریت نظر آتی ہے ,0,0,0.266666667,0.681818182,0.470588235,0.261363636,23,0,0.411764706,0.117647059,0.058823529,0.007733952,1,-0.992266048,0,0,44
 یہ منظر ایسا پُرعظمت ہے کہ دیکھنے والا حیرت اور ہیبت سے گنگ ہو جاتا ہے ,0,0,0.236111111,0.818181818,0.555555556,0.272727273,24,0.055555556,0.166666667,0.277777778,0.055555556,0.009280742,0.888888889,-0.879608146,0,0,44
 ایک مقام پر ایک معلق پل کے ذریعے دریا کو پار کر کے بائیں طرف شگر کی طرف راستہ جاتا ہے ,0,0,0.252873563,0.988636364,0.565217391,0.284090909,25,0.086956522,0.47826087,0.217391304,0.130434783,0.01121423,0.869565217,-0.858350987,0,0,44
 پرپیچ پہاڑی راستہ بتدریج بلند ہوتا جاتا ہے اور انتہائی بلندی پر پہنچ کر یہ راستہ شگر کی طرف اُترنا شروع ہوتا ہے ,0,0,0.212389381,1.284090909,0.44,0.295454545,26,0,0.24,0.4,0.24,0.01456561,0.84,-0.82543439,0,0,44
 یہاں سے پھر دریائے سندھ نظر آنے لگتا ہے ,0,0,0.243902439,0.465909091,0.454545455,0.306818182,27,0.090909091,0.272727273,0.363636364,0,0.005284867,1,-0.994715133,0,0,44
" دریا کیا ہے ، لگتا ہے سمندر ہے ",0.03125,0,0.28125,0.363636364,0.4,0.318181818,28,0,0.1,0.5,0.1,0.004124774,1,-0.995875226,0,0,44
 سکردو سے شگر تک کے سفر میں ایسے ایسے پرعظمت اور شاندار مناظر دیکھنے کو ملتے ہیں کہ انسان متحیر رہ جاتا اور اللہ کی عظمت کا قائل ہو جاتا ہے ,0,0,0.228571429,1.590909091,0.545454545,0.329545455,29,0.060606061,0.303030303,0.272727273,0.181818182,0.018045888,0.848484848,-0.83043896,0.03030303,1,44
 سعدیہ وادی شگر کے مناظر کا ذکر کرتے کرتے ذرا رکی تو معاذہ نے اُس سے پوچھا :سعدیہ تم نے سکردو سے شگر تک کے مناظر کا تو بتایا لیکن اس علاقے میں واقع جھیل سد پارہ کی منظر کشی نہیں کی ,0,0,0.237569061,2.056818182,0.5,0.340909091,30,0.068181818,0.409090909,0.159090909,0.022727273,0.023330755,0.795454545,-0.77212379,0.045454545,0,44
" سعدیہ جواباً کچھ بولنا چاہتی تھی کہ میں نے اُسے روک کر کہا میں یہ چاہتی ہوں کہ صرف ایک علاقے ہی کے مناظر کے بارے میں گفتگو نہ ہو ، بلکہ پاکستان کے دوسرے علاقوں کے مناظر کے بارے میں بھی بات ہونی چاہیے ",0.004975124,0,0.228855721,2.284090909,0.595744681,0.352272727,31,0.063829787,0.425531915,0.29787234,0.021276596,0.025908739,0.829787234,-0.803878495,0.063829787,0,44
 اس پر ایمن نے ہاتھ بلند کیا کہ اُسے بھی کچھ کہنے کا موقع دیا جائے ,0,0,0.253731343,0.761363636,0.555555556,0.363636364,32,0.111111111,0.388888889,0.222222222,0.166666667,0.008636246,0.888888889,-0.880252642,0,0,44
 میں نے کہا ہاں ایمن ! تم کیا کہنا چاہتی ہو ایمن اپنی جگہ کھڑی ہو گئی اور بولی جی مس ! میں اپنی کلاس فیلوز کو ایک ایسے علاقے کے تاریخی مناظر کے بارے میں بتانا چاہتی ہوں جو بہت دلچسپ ہے ,0.010810811,0,0.237837838,2.102272727,0.533333333,0.375,33,0.111111111,0.288888889,0.311111111,0.155555556,0.023846352,0.888888889,-0.865042537,0.022222222,0,44
 مس نے پوچھا آپ پاکستان کے کس خطے کے مناظر کے بارے میں اپنے مشاہدات بیان کرنا چاہتی ہیں ایمن نے کہا مس ! اگر آپ کی اجازت ہو تو میں بہاولپور کے پاس صحرائے چولستان کے ایک مشہور قلعے دراوڑ کے بارے میں کچھ عرض کروں ,0.004739336,0,0.227488152,2.397727273,0.530612245,0.386363636,34,0.12244898,0.469387755,0.204081633,0.020408163,0.027197731,0.836734694,-0.809536963,0.040816327,1,44
 میں نے کہا ہاں ایمن ! آپ ضرور اس قلعے کا چشم دید حال سنائیں ,0.016393443,0,0.262295082,0.693181818,0.470588235,0.397727273,35,0.117647059,0.352941176,0.058823529,0,0.007862851,0.823529412,-0.815666561,0,0,44
 یہ بہت مشہور قلعہ ہے ,0,0,0.272727273,0.25,0.428571429,0.409090909,36,0,0.142857143,0.142857143,0.142857143,0.002835782,1,-0.997164218,0,1,44
 میں نے اس کی تصویریں دیکھی ہیں اس کے بارے میں سنا بھی ہے لیکن اسے دیکھنے کا موقع نہیں ملا,0,0,0.233333333,1.022727273,0.681818182,0.420454545,37,0.045454545,0.545454545,0.363636364,0,0.011600928,0.863636364,-0.852035436,0,0,44
 وجہ یہ کہ یہ قلعہ ایک گرم علاقے میں واقع ہے ,0,0,0.266666667,0.511363636,0.538461538,0.431818182,38,0.076923077,0.307692308,0.076923077,0.076923077,0.005800464,0.923076923,-0.917276459,0,0,44
 وہاں تک پہنچنے کا راستہ بھی دشوار ہے ,0,0,0.236842105,0.431818182,0.5,0.443181818,39,0,0.3,0.2,0.1,0.00489817,0.8,-0.79510183,0,0,44
 گرمیوں میں تو وہاں جانے کا سوچا بھی نہیں جا سکتا اور ہمیں گرمیوں کی چھٹیوں ہی میں گھر سے نکلنے کا موقع ملتا ہے ,0,0,0.232142857,1.272727273,0.592592593,0.454545455,40,0,0.37037037,0.259259259,0.037037037,0.01443671,0.703703704,-0.689266993,0,0,44
 ایمن نے بتایا وہ اپنے ابو کے ساتھ دسمبر میں یہ قلعہ دیکھنے گئی تھی ,0,0,0.235294118,0.772727273,0.470588235,0.465909091,41,0.176470588,0.411764706,0.235294118,0.058823529,0.008765146,0.941176471,-0.932411325,0,0,44
 اس مہینے میں پاکستان کے گرم علاقوں میں بھی موسم خوشگوار ہوتا ہے ,0,0,0.215384615,0.738636364,0.533333333,0.477272727,42,0.133333333,0.333333333,0.133333333,0.133333333,0.008378448,0.933333333,-0.924954885,0.066666667,0,44
 قلعہ دراوڑ بہاولپور سے تقریباً ستر کلو میٹر کے فاصلے پر واقع ہے ,0,0,0.215384615,0.738636364,0.266666667,0.488636364,43,0.066666667,0.2,0.066666667,0.066666667,0.008378448,0.666666667,-0.658288219,0,1,44
" جوں جوں قلعے کا فاصلہ کم ہوتا جاتا ہے ، سبزہ اور ہریالی ختم ہوتی جاتی ہے ، پھر صحرا شروع ہو جاتا ہے ",0.01980198,0,0.247524752,1.147727273,0.461538462,0.5,44,0,0.076923077,0.423076923,0.076923077,0.013018819,0.807692308,-0.794673488,0,0,44
 چاروں طرف ریت ہی ریت نظر آتی ہے ,0,0,0.272727273,0.375,0.4,0.511363636,45,0,0.3,0.2,0,0.004253674,1,-0.995746326,0,0,44
 ویرانی ہی ویرانی ,0,0,0.222222222,0.204545455,0.2,0.522727273,46,0,0.2,0,0,0.002320186,0.6,-0.597679814,0,0,44
 درختوں کا نام و نشان بھی نظر نہیں آتا ,0,0,0.256410256,0.443181818,0.454545455,0.534090909,47,0,0.363636364,0.090909091,0,0.005027069,0.818181818,-0.813154749,0,0,44
 ہر طرف ریت کے ٹیلے اور جھاڑیاں ,0,0,0.25,0.363636364,0.444444444,0.545454545,48,0,0.333333333,0,0.222222222,0.004124774,0.888888889,-0.884764114,0,0,44
" ایمن نے مزید بتایا لوگ اکثر سیر و تفریح کے لیے پہاڑی مقامات پر جاتے ہیں اور ان ہی مقامات کو خوبصورت اور قابل دید سمجھتے ہیں ، جب کہ صحرا بھی دیکھنے کے قابل ہوتے ہیں ",0.006024096,0,0.228915663,1.886363636,0.538461538,0.556818182,49,0.076923077,0.41025641,0.230769231,0.230769231,0.021397267,0.897435897,-0.87603863,0,0,44
 صحرائی مناظر بھی حسین ہیں ,0,0,0.222222222,0.306818182,0.285714286,0.568181818,50,0.142857143,0.285714286,0.142857143,0.285714286,0.003480278,0.714285714,-0.710805436,0.142857143,0,44
" ان کی ایک اپنی کشش اور جاذبیت ہے ، جس طرح پہاڑوں کی بلندی دیکھ کر اللہ تعالیٰ کی شان کا نقش دل پر قائم ہوتا ہے ، اسی طرح صحراؤں کی وسعت اور پھیلاؤ سے بھی اللہ کی قدرت کا احساس ہوتا ہے ",0.010810811,0,0.243243243,2.102272727,0.543478261,0.579545455,51,0.043478261,0.369565217,0.260869565,0.086956522,0.023846352,0.760869565,-0.737023213,0,0,44
 ایمن بتا رہی تھی جب قلعے کے قریب پہنچتے ہیں تو اس کی فصیل نظر آنے لگتی ہے ,0,0,0.253333333,0.852272727,0.55,0.590909091,52,0.05,0.4,0.5,0.05,0.00966744,0.8,-0.79033256,0,0,44
" قلعہ کے پاس ہی ایک عظیم الشان مسجد ہے ، جسے نواب محمد بہاول خاں عباسی نے ۱۸۲۵ء میں تعمیر کروایا تھا ",0.00990099,0.03960396,0.227722772,1.147727273,0.333333333,0.602272727,53,0.25,0.333333333,0.125,0.041666667,0.013018819,0.583333333,-0.570314514,0,1,44
 مسجد فن تعمیر کا اعلیٰ نمونہ ہے ,0,0,0.242424242,0.375,0.222222222,0.613636364,54,0.222222222,0.111111111,0.111111111,0.111111111,0.004253674,0.666666667,-0.662412993,0,0,44
 اس میں دہلی کی بادشاہی جامع مسجد کا پر تو نظر آتا ہے ,0,0,0.259259259,0.613636364,0.533333333,0.625,55,0.133333333,0.466666667,0.2,0.133333333,0.006960557,0.8,-0.793039443,0,0,44
 سینکڑوں لوگ دراوڑ کے علاقے میں قلعے کے ساتھ اس مسجد کی زیارت کے شوق میں آتے ہیں ,0,0,0.234567901,0.920454545,0.55,0.636363636,56,0.1,0.4,0.15,0,0.010440835,0.85,-0.839559165,0,0,44
 مسجد ایک بلند چبوترے پر تعمیر کی گئی ہے اور ساری کی ساری پتھر سے بنی ہے ,0,0,0.246575342,0.829545455,0.473684211,0.647727273,57,0.105263158,0.263157895,0.315789474,0.315789474,0.009409642,0.789473684,-0.780064043,0,0,44
 حیرت ہے کہ اتنی بڑی مسجد کی تعمیر کے لیے اس لق و دق صحرا میں پتھر کہاں سے لایا گیا ہو گا اور کن دقتوں سے پہنچایا گیا ہو گا ,0,0,0.258064516,1.409090909,0.606060606,0.659090909,58,0.03030303,0.333333333,0.272727273,0.090909091,0.015983501,0.727272727,-0.711289226,0,0,44
" مسجد اور قلعہ ، دونوں دیکھنے سے تعلق رکھتے ہیں ، لیکن ان کی دیکھ بھال کا کوئی مناسب انتظام نہیں ",0.020618557,0,0.226804124,1.102272727,0.47826087,0.670454545,59,0.043478261,0.304347826,0.217391304,0.086956522,0.012503222,0.782608696,-0.770105473,0,0,44
 افسوس ! ہم پاکستانی بحیثیت قوم اپنے تہذیبی ورثے کی حفاظت سے غافل ہیں ,0.014285714,0,0.214285714,0.795454545,0.3125,0.681818182,60,0,0.375,0.125,0.25,0.009022944,0.625,-0.615977056,0,0,44
" قلعہ دراوڑ کی بلند و بالا اور شاندار فصیل ابھی تک قائم ہے ، البتہ قلعے کے اندر کی عمارتیں آہستہ آہستہ ختم ہوتی جارہی ہیں ",0.008196721,0,0.221311475,1.386363636,0.357142857,0.693181818,61,0,0.214285714,0.178571429,0.178571429,0.015725703,0.821428571,-0.805702869,0,0,44
 قلعے کے بارے میں ایمن کا بیان ابھی جاری تھا کہ مسں صاحبہ نے ایمن کا شکریہ ادا کرتے ہوئے کہا ہماری یہ خواہش ہے کہ آج ہم پاکستان کے سبھی صوبوں کے مناظر کے بارے میں گفتگو کر لیں اس لیے کسی اور طالبہ نے کوئی قابلِ دید جگہ دیکھی ہو تو ہمیں اس کے بارے میں بتائے ,0,0,0.233463035,2.920454545,0.573770492,0.704545455,62,0.114754098,0.475409836,0.262295082,0.049180328,0.033127095,0.786885246,-0.753758151,0.032786885,1,44
 مس کی یہ بات سُن کر ماجدہ نے کہا مس ! میں کچھ کہنا چاہتی ہوں ,0.016129032,0,0.274193548,0.704545455,0.444444444,0.715909091,63,0.055555556,0.277777778,0.444444444,0.055555556,0.00799175,0.944444444,-0.936452694,0,1,44
" اجازت ملنے پر اس نے بتایا اسے کئی دفعہ اپنے ابو ، امی اور بہن بھائیوں کے ساتھ لاہور سے کراچی تک ریل گاڑی میں سفر کرنے کا اتفاق ہوا ہے ",0.007407407,0,0.237037037,1.534090909,0.484848485,0.727272727,64,0.121212121,0.303030303,0.151515152,0.060606061,0.017401392,0.848484848,-0.831083456,0,1,44
 اس طویل سفر کے راستے میں بہت سے میدانی مناظر دیکھے ہیں لیکن حیدرآباد سے آگے کراچی تک ریلوے لائن کے دونوں طرف کے وسیع میدانوں کے مناظر نے اُسے بہت متاثر کیا ,0,0,0.21656051,1.784090909,0.514285714,0.738636364,65,0.085714286,0.428571429,0.085714286,0.142857143,0.020237175,0.742857143,-0.722619968,0.057142857,1,44
" بظاہر یہ چٹیل میدان ہیں ، بنجر اور بےآباد ",0.023255814,0,0.23255814,0.488636364,0.272727273,0.75,66,0,0.181818182,0.090909091,0.272727273,0.005542666,0.545454545,-0.53991188,0,0,44
